Date,Time,Location,CO,SO2,NO2,O3,PM2.5,PM10,AQI,AQI Category
1/7/2025,0:00,Bayejid,0.36,6.42,5.32,82.27,52.05,52.81,142,Unhealthy for Sensitive Groups
1/7/2025,0:00,New Market,0.33,9.97,6.56,52.53,48.36,79.12,133,Unhealthy for Sensitive Groups
1/7/2025,6:00,New Market,0.35,5.63,5.26,89.16,62.77,81.26,159,Unhealthy
1/7/2025,12:00,New Market,0.36,8.24,12,36,15,45.26,57,Moderate
1/7/2025,18:00,New Market,0.287,3.25,11.26,61.32,49.25,49.12,135,Unhealthy for Sensitive Groups
1/8/2025,0:00,Dewanhat,0.31,5.5,12,35.67,13.4,38.25,54,Moderate
1/8/2025,6:00,Dewanhat,0.295,6.1,8,40.23,10.75,27.5,45,Good
1/8/2025,12:00,Dewanhat,0.28,6.25,24,45.32,9.6,24.3,42,Good
1/8/2025,18:00,Dewanhat,0.315,5.2,20,50.14,11.2,33.4,47,Good
1/8/2025,0:00,Anderkilla,0.287,4,29,19,33,39,95,Moderate
1/8/2025,6:00,Anderkilla,0.296,4,39,22,37,41,105,Unhealthy for Sensitive Groups
1/8/2025,12:00,Anderkilla,0.302,7,17,31,39,45,110,Unhealthy for Sensitive Groups
1/8/2025,18:00,Anderkilla,0.35,7,48,38,30,66,89,Moderate
1/8/2025,0:00,Kotowali,0.42,6.37,3.33,102.89,48.48,45.57,195,Unhealthy
1/8/2025,6:00,Kotowali,0.4,7.04,10.35,45.13,70.83,76.44,159,Unhealthy
1/8/2025,12:00,Kotowali,0.36,3.57,6.18,99.98,41.1,35.33,187,Unhealthy
1/8/2025,18:00,Kotowali,0.39,8.61,2.26,112.12,65,53.8,207,Very Unhealthy
1/8/2025,6:00,Bayejid,0.39,7,5.41,40.09,63.36,57.93,155,Unhealthy
1/8/2025,12:00,Bayejid,0.43,9.47,6.81,32.84,84.09,86.44,166,Unhealthy
1/8/2025,6:00,Bayejid,0.39,4.86,5.86,53.96,120.97,120.27,185,Unhealthy
1/8/2025,0:00,Bayejid,0.29,8.54,3.87,87.11,35,38.93,154,Unhealthy
1/8/2025,0:00,New Market,0.364,4.83,5.62,38.15,39,52.34,110,Unhealthy for Sensitive Groups
1/8/2025,6:00,New Market,0.34,5.63,10,28,21,36,70,Moderate
1/8/2025,12:00,New Market,0.36,6,18,48.21,49,68,134,Unhealthy for Sensitive Groups
1/8/2025,18:00,New Market,0.342,6.13,32,52,32,68,93,Moderate
1/9/2025,0:00,Dewanhat,0.34,4.85,18,28.75,16.2,36.9,60,Moderate
1/9/2025,6:00,Dewanhat,0.33,5.45,10,26,14.5,33.5,56,Moderate
1/9/2025,12:00,Dewanhat,0.305,6,26,42.7,12.4,28,52,Moderate
1/9/2025,18:00,Dewanhat,0.38,5.65,15,47.85,13.9,40.2,55,Moderate
1/9/2025,0:00,Anderkilla,0.467,7,26,23,49,65,134,Unhealthy for Sensitive Groups
1/9/2025,6:00,Anderkilla,0.459,7,29,25,53,76,144,Unhealthy for Sensitive Groups
1/9/2025,12:00,Anderkilla,0.389,7,23,39,43,41,119,Unhealthy for Sensitive Groups
1/9/2025,18:00,Anderkilla,0.342,6,30,50,30,64,89,Moderate
1/9/2025,0:00,Kotowali,0.39,7.52,10.3,10.17,49.08,47.16,134,Unhealthy for Sensitive Groups
1/9/2025,6:00,Kotowali,0.42,5.31,9.32,106.73,29.88,31.43,202,Very Unhealthy
1/9/2025,12:00,Kotowali,0.43,4.96,9.32,103.79,41.48,47.23,197,Unhealthy
1/9/2025,18:00,Kotowali,0.28,9.15,12.08,34.98,46.26,52.14,127,Unhealthy for Sensitive Groups
1/9/2025,6:00,Bayejid,0.44,7.7,9.78,58.76,152.34,172.78,203,Very Unhealthy
1/9/2025,12:00,Bayejid,0.52,11.31,6.34,53.96,96.27,105.84,172,Unhealthy
1/9/2025,6:00,Bayejid,0.52,10.96,6.08,75.43,81.43,79.43,164,Unhealthy
1/9/2025,0:00,Bayejid,0.38,7.58,5.92,95.04,54.44,61.98,174,Unhealthy
1/9/2025,0:00,New Market,0.3,6.65,6.12,89.35,32.12,38.92,160,Unhealthy
1/9/2025,6:00,New Market,0.325,4.89,5.49,80.25,35.29,36.26,133,Unhealthy for Sensitive Groups
1/9/2025,12:00,New Market,0.32,5.63,16.27,31.02,72.86,69.56,160,Unhealthy
1/9/2025,18:00,New Market,0.385,7.02,4.58,82.15,56.56,59.45,152,Unhealthy
1/10/2025,0:00,Dewanhat,0.39,6.25,19.5,80.43,39.2,46.5,134,Unhealthy for Sensitive Groups
1/10/2025,6:00,Dewanhat,0.37,6.55,7.8,95.23,44.8,52.3,175,Unhealthy
1/10/2025,12:00,Dewanhat,0.36,7.2,6.2,85.45,48.6,50.1,133,Unhealthy for Sensitive Groups
1/10/2025,18:00,Dewanhat,0.4,5.95,8.5,100.75,25.2,47.8,189,Unhealthy
1/10/2025,0:00,Anderkilla,0.435,5,11,35,33,72,95,Moderate
1/10/2025,6:00,Anderkilla,0.45,5,10,35,50,84,137,Unhealthy for Sensitive Groups
1/10/2025,12:00,Anderkilla,0.341,6,11,78,32,70,126,Unhealthy for Sensitive Groups
1/10/2025,18:00,Anderkilla,0.462,5,17,34,34,74,97,Moderate
1/10/2025,0:00,Kotowali,0.29,6.45,5.9,102.38,30.6,33.21,193,Unhealthy
1/10/2025,6:00,Kotowali,0.32,4.6,5.45,78.8,31.57,41.18,128,Unhealthy for Sensitive Groups
1/10/2025,12:00,Kotowali,0.36,6.13,14.67,30.04,70.64,67.71,159,Unhealthy
1/10/2025,18:00,Kotowali,0.38,7.57,3.58,90.81,54.65,50.95,163,Unhealthy
1/10/2025,6:00,Bayejid,0.44,6.63,7.01,83.56,62.56,74.56,155,Unhealthy
1/10/2025,12:00,Bayejid,0.52,10.4,7.58,79.43,82.2,84.32,165,Unhealthy
1/10/2025,6:00,Bayejid,0.41,5.68,6.86,105.93,78.81,95.1,163,Unhealthy
1/10/2025,0:00,Bayejid,0.37,5.43,3.27,86.11,57.74,34.04,152,Unhealthy
1/10/2025,0:00,New Market,0.325,4.89,5.56,82.15,32.72,42.23,140,Unhealthy for Sensitive Groups
1/10/2025,6:00,New Market,0.32,4.63,5.59,75.26,32.76,46.89,116,Unhealthy for Sensitive Groups
1/10/2025,12:00,New Market,0.41,6.83,5.03,90.73,36,39.56,163,Unhealthy
1/10/2025,18:00,New Market,0.29,6.56,5.63,98.23,30.25,36.12,183,Unhealthy
1/11/2025,0:00,Dewanhat,0.525,10.5,7.2,88.12,90.7,40,169,Unhealthy
1/11/2025,6:00,Dewanhat,0.51,11.2,6.9,60.85,140.5,170.75,195,Unhealthy
1/11/2025,12:00,Dewanhat,0.45,7.9,10.2,55.8,70.4,108,159,Unhealthy
1/11/2025,18:00,Dewanhat,0.3,8.25,4.2,78.5,85.2,81.5,166,Unhealthy
1/11/2025,0:00,Anderkilla,0.471,5,14,30,38,76,107,Unhealthy for Sensitive Groups
1/11/2025,6:00,Anderkilla,0.425,4,10,23,35,60,99,Moderate
1/11/2025,12:00,Anderkilla,0.3,5,14,30,38,76,107,Unhealthy for Sensitive Groups
1/11/2025,18:00,Anderkilla,0.395,5,18,51,19,55,66,Moderate
1/11/2025,0:00,Kotowali,0.32,4.6,5.45,78.8,31.75,41.17,128,Unhealthy for Sensitive Groups
1/11/2025,6:00,Kotowali,0.4,6.45,5.9,102.38,30.6,33.21,193,Unhealthy
1/11/2025,12:00,Kotowali,0.42,6.86,5.03,90.72,35,39.77,163,Unhealthy
1/11/2025,18:00,Kotowali,0.28,6.45,5.9,102.3,30.6,33.21,193,Unhealthy
1/11/2025,6:00,Bayejid,0.3,5.06,4.51,63.81,54.61,65.67,148,Unhealthy for Sensitive Groups
1/11/2025,12:00,Bayejid,0.27,7.56,5.53,112.9,32.29,42.56,208,Very Unhealthy
1/11/2025,6:00,Bayejid,0.4,6.11,14.97,50.99,54.32,46.97,147,Unhealthy for Sensitive Groups
1/11/2025,0:00,Bayejid,0.42,7.19,12.54,51.36,54.16,52.12,147,Unhealthy for Sensitive Groups
1/11/2025,0:00,New Market,0.4,8.67,3.12,110.24,32.15,53.26,205,Very Unhealthy
1/11/2025,6:00,New Market,0.263,9.15,7.26,78.56,95.89,59.26,172,Unhealthy
1/11/2025,12:00,New Market,0.32,3.46,7.36,38.18,42.89,42.56,119,Unhealthy for Sensitive Groups
1/11/2025,18:00,New Market,0.3,4.12,6.96,40.15,43.56,36.15,121,Unhealthy for Sensitive Groups
1/12/2025,0:00,Dewanhat,0.385,6.7,11,69.5,65.7,70.2,156,Unhealthy
1/12/2025,6:00,Dewanhat,0.37,6.9,4.1,95.8,58,48.5,176,Unhealthy
1/12/2025,12:00,Dewanhat,0.35,7.65,5,63.5,55.4,48,150,Unhealthy for Sensitive Groups
1/12/2025,18:00,Dewanhat,0.32,5.8,10.5,100.1,38.2,50,187,Unhealthy
1/12/2025,0:00,Anderkilla,0.371,5,16,37,37,56,105,Unhealthy for Sensitive Groups
1/12/2025,6:00,Anderkilla,0.443,6,21,33,29,58,87,Moderate
1/12/2025,12:00,Anderkilla,0.304,4,8,35,35,27,99,Moderate
1/12/2025,18:00,Anderkilla,0.268,5,8,68,23,51,93,Moderate
1/12/2025,0:00,Kotowali,0.39,8.61,2.26,111.98,65,53.84,207,Very Unhealthy
1/12/2025,6:00,Kotowali,0.26,9.19,7.32,77.46,93.9,99.84,171,Unhealthy
1/12/2025,12:00,Kotowali,0.27,2.76,6.35,38.18,42.67,40.8,119,Unhealthy for Sensitive Groups
1/12/2025,18:00,Kotowali,0.3,3.82,6.6,39.32,40.37,32.84,113,Unhealthy for Sensitive Groups
1/12/2025,6:00,Bayejid,0.42,7.76,12.97,52.63,53.98,53.87,147,Unhealthy for Sensitive Groups
1/12/2025,12:00,Bayejid,0.32,7.09,3.27,89.11,55.76,51.97,159,Unhealthy
1/12/2025,6:00,Bayejid,0.3,4.88,8.31,109.21,26.92,32.11,204,Very Unhealthy
1/12/2025,0:00,Bayejid,0.39,7.97,9.36,11.82,50.02,48.18,137,Unhealthy for Sensitive Groups
1/12/2025,0:00,New Market,0.4,7.09,4.12,95.15,46.15,48.16,175,Unhealthy
1/12/2025,6:00,New Market,0.43,7.26,15.26,46.56,72.26,78.46,160,Unhealthy
1/12/2025,12:00,New Market,0.41,4.23,6.13,99.59,43.26,39.46,186,Unhealthy
1/12/2025,18:00,New Market,0.425,8.97,3.25,108.15,65.56,56.34,203,Very Unhealthy
1/13/2025,0:00,Dewanhat,0.345,5.5,20,32.2,18.4,43.5,64,Moderate
1/13/2025,6:00,Dewanhat,0.275,3.5,12,36,10.2,35.8,42,Good
1/13/2025,12:00,Dewanhat,0.325,4.2,25,45.5,15.3,32.7,58,Moderate
1/13/2025,18:00,Dewanhat,0.31,6.4,30,35.7,13.8,41,55,Moderate
1/13/2025,0:00,Anderkilla,0.381,7,16,31,23,51,74,Moderate
1/13/2025,6:00,Anderkilla,0.387,5,13,36,28,54,84,Moderate
1/13/2025,12:00,Anderkilla,0.343,6,17,77,39,68,122,Unhealthy for Sensitive Groups
1/13/2025,18:00,Anderkilla,0.376,5,23,34,22,58,72,Moderate
1/13/2025,0:00,Kotowali,0.39,6.37,3.33,102.89,48.48,45.47,195,Unhealthy
1/13/2025,6:00,Kotowali,0.4,7.04,10.35,45.37,70.35,76.44,159,Unhealthy
1/13/2025,12:00,Kotowali,0.4,3.57,6.18,99.98,41.1,35.36,187,Unhealthy
1/13/2025,18:00,Kotowali,0.42,8.61,2.26,110.3,66,54.6,206,Very Unhealthy
1/13/2025,6:00,Bayejid,0.44,7.98,11.98,51.87,64.65,56.63,156,Unhealthy
1/13/2025,12:00,Bayejid,0.44,7.99,10.77,45.21,48.07,50.07,132,Unhealthy for Sensitive Groups
1/13/2025,6:00,Bayejid,0.34,5.81,8.43,103.21,42.22,47.91,195,Unhealthy
1/13/2025,0:00,Bayejid,0.41,7.76,8.9,66.85,57.17,61.84,152,Unhealthy
1/13/2025,0:00,New Market,0.345,5.69,18,36,11,36,46,Good
1/13/2025,6:00,New Market,0.28,4,18,38,11.26,36.26,47,Good
1/13/2025,12:00,New Market,0.35,6,15.26,36.26,29.4,56,87,Moderate
1/13/2025,18:00,New Market,0.378,5,26,36,22.26,59.16,72,Moderate
1/14/2025,0:00,Dewanhat,0.295,5.75,11,36.8,12.6,30.1,52,Moderate
1/14/2025,6:00,Dewanhat,0.32,6.15,14,39.25,15.8,33.9,59,Moderate
1/14/2025,12:00,Dewanhat,0.31,6,22,44.1,13.2,32.7,53,Moderate
1/14/2025,18:00,Dewanhat,0.345,5.8,18,29,17.4,36.2,62,Moderate
1/14/2025,0:00,Anderkilla,0.405,5,20,29,23,53,74,Moderate
1/14/2025,6:00,Anderkilla,0.425,6,12,24,30,48,89,Moderate
1/14/2025,12:00,Anderkilla,0.421,6,24,39,56,39,151,Unhealthy
1/14/2025,18:00,Anderkilla,0.359,7,20,66,25,69,87,Moderate
1/14/2025,0:00,Kotowali,0.29,7.52,10.3,10.18,49.07,47.16,134,Unhealthy for Sensitive Groups
1/14/2025,6:00,Kotowali,0.36,5.31,9.32,106.73,29.88,31.43,202,Very Unhealthy
1/14/2025,12:00,Kotowali,0.4,4.96,9,103.79,41.18,47.23,197,Unhealthy
1/14/2025,18:00,Kotowali,0.39,9.15,12.08,34.98,46.26,52.14,127,Unhealthy for Sensitive Groups
1/14/2025,6:00,Bayejid,0.38,4.31,8.05,61.57,42.26,45.07,118,Unhealthy for Sensitive Groups
1/14/2025,12:00,Bayejid,0.38,4.37,8.25,50.02,41.26,44.57,115,Unhealthy for Sensitive Groups
1/14/2025,6:00,Bayejid,0.27,2.86,2.5,73.06,55.26,48.08,150,Unhealthy for Sensitive Groups
1/14/2025,0:00,Bayejid,0.31,3.96,6.95,103.04,39.84,41.12,195,Unhealthy
1/14/2025,0:00,New Market,0.26,4.39,6.29,85.46,35.29,42.28,100,Moderate
1/14/2025,6:00,New Market,0.31,6.16,14.68,30.48,72.26,68.26,160,Unhealthy
1/14/2025,12:00,New Market,0.33,6.89,4.15,90.26,54.28,52.89,162,Unhealthy
1/14/2025,18:00,New Market,0.3,8.29,11.16,52.26,53.15,36.15,144,Unhealthy for Sensitive Groups
1/15/2025,0:00,Dewanhat,0.33,5.9,15,31.8,14.5,34,56,Moderate
1/15/2025,6:00,Dewanhat,0.36,6.2,26,48.5,18,37.5,63,Moderate
1/15/2025,12:00,Dewanhat,0.4,6.5,8,102.3,50.4,55.2,193,Unhealthy
1/15/2025,18:00,Dewanhat,0.385,6.7,12.5,97.4,42.7,50,180,Unhealthy
1/15/2025,0:00,Anderkilla,0.431,5,12,38,30,67,89,Moderate
1/15/2025,6:00,Anderkilla,0.415,6,10,36,27,57,82,Moderate
1/15/2025,12:00,Anderkilla,0.376,6,8,48,27,53,82,Moderate
1/15/2025,18:00,Anderkilla,0.341,6,16,50,24,51,76,Moderate
1/15/2025,0:00,Kotowali,0.24,4.3,6.23,84.32,31.23,41.17,148,Unhealthy for Sensitive Groups
1/15/2025,6:00,Kotowali,0.3,6.13,14.67,30.04,70.64,67.71,159,Unhealthy
1/15/2025,12:00,Kotowali,0.32,7.57,3.59,90.81,54.65,50.97,163,Unhealthy
1/15/2025,18:00,Kotowali,0.3,7.23,12.1,48.83,48.17,35.14,132,Unhealthy for Sensitive Groups
1/15/2025,6:00,Bayejid,0.47,11.93,7.97,75.04,77.89,83.92,163,Unhealthy
1/15/2025,12:00,Bayejid,0.55,16.08,6.23,59.73,90.77,122.98,169,Unhealthy
1/15/2025,6:00,Bayejid,0.36,10.91,2.31,131.17,79.37,75.37,228,Very Unhealthy
1/15/2025,0:00,Bayejid,0.4,11.15,6.47,123.17,68.88,69.27,219,Very Unhealthy
1/15/2025,0:00,New Market,0.42,7.52,12.16,92.72,28.26,39.26,168,Unhealthy
1/15/2025,6:00,New Market,0.45,6.19,6.12,103.15,32.15,43.15,195,Unhealthy
1/15/2025,12:00,New Market,0.3,4.68,6.15,79.56,36,46.15,131,Unhealthy for Sensitive Groups
1/15/2025,18:00,New Market,0.32,5.63,19.26,59.26,30.15,46.15,89,Moderate
1/16/2025,0:00,Dewanhat,0.37,7,10,89.5,48.2,52.4,160,Unhealthy
1/16/2025,6:00,Dewanhat,0.425,6.8,9.5,94.3,45.8,53.1,172,Unhealthy
1/16/2025,12:00,Dewanhat,0.51,11.5,6.7,62.1,135.2,165.5,192,Unhealthy
1/16/2025,18:00,Dewanhat,0.5,10.9,7.1,59.4,125.8,155.7,187,Unhealthy
1/16/2025,0:00,Anderkilla,0.391,5,36,20,39,41,110,Unhealthy for Sensitive Groups
1/16/2025,6:00,Anderkilla,0.308,3,7,58,10,25,61,Moderate
1/16/2025,12:00,Anderkilla,0.434,6,25,17,27,48,82,Moderate
1/16/2025,18:00,Anderkilla,0.326,4,17,58,28,43,84,Moderate
1/16/2025,0:00,Kotowali,0.5,6.86,5.02,90.72,34.56,39.77,163,Unhealthy
1/16/2025,6:00,Kotowali,0.48,6.45,5.9,102.3,30.7,33.21,193,Unhealthy
1/16/2025,12:00,Kotowali,0.29,4.6,5.45,88.82,32.73,41.18,158,Unhealthy
1/16/2025,18:00,Kotowali,0.32,4.5,6.26,78.98,31.22,42.17,129,Unhealthy for Sensitive Groups
1/16/2025,6:00,Bayejid,0.42,12.98,3.28,97.52,57.97,44.8,181,Unhealthy
1/16/2025,12:00,Bayejid,0.45,13.21,5.08,114.68,97.97,102.86,210,Very Unhealthy
1/16/2025,6:00,Bayejid,0.36,14.4,2.31,109.31,88.58,52.82,204,Very Unhealthy
1/16/2025,0:00,Bayejid,0.33,9.26,6.89,76.98,44.57,18.8,123,Unhealthy for Sensitive Groups
1/16/2025,0:00,New Market,0.4,5.32,38.26,26.29,40.6,46.5,114,Unhealthy for Sensitive Groups
1/16/2025,6:00,New Market,0.32,3.56,8.16,59.26,28,49,84,Moderate
1/16/2025,12:00,New Market,0.345,4.26,18.46,59.27,30.75,44.89,90,Moderate
1/16/2025,18:00,New Market,0.33,4.96,6.78,76.46,46.75,43.16,129,Unhealthy for Sensitive Groups
1/17/2025,0:00,Dewanhat,0.45,8,9.5,57.5,70.9,110,159,Unhealthy
1/17/2025,6:00,Dewanhat,0.295,7,4.5,75.8,84.5,83.2,166,Unhealthy
1/17/2025,12:00,Dewanhat,0.38,6.9,11.5,69.2,66.7,72,157,Unhealthy
1/17/2025,18:00,Dewanhat,0.365,7.2,4.8,96.4,58.9,50.2,178,Unhealthy
1/17/2025,0:00,Anderkilla,0.373,5,28,23,31,41,91,Moderate
1/17/2025,6:00,Anderkilla,0.39,4,15,19,21,37,70,Moderate
1/17/2025,12:00,Anderkilla,0.465,7,18,34,52,58,142,Unhealthy for Sensitive Groups
1/17/2025,18:00,Anderkilla,0.383,5,13,32,38,31,107,Unhealthy for Sensitive Groups
1/17/2025,0:00,Kotowali,0.4,9.19,7.32,77.8,93.9,99.84,171,Unhealthy
1/17/2025,6:00,Kotowali,0.29,2.76,6.35,38.13,42.16,40.8,117,Unhealthy for Sensitive Groups
1/17/2025,12:00,Kotowali,0.32,3.82,6.6,39.22,40.37,32.84,113,Unhealthy for Sensitive Groups
1/17/2025,18:00,Kotowali,0.38,6.45,5.9,102.33,30.6,33.21,193,Unhealthy
1/17/2025,6:00,Bayejid,0.42,7.78,12.87,51.64,54.15,52.36,147,Unhealthy for Sensitive Groups
1/17/2025,12:00,Bayejid,0.42,7.41,11.37,50.47,63.38,50.48,155,Unhealthy
1/17/2025,6:00,Bayejid,0.32,7.21,3.27,89.11,55.26,51.83,159,Unhealthy
1/17/2025,0:00,Bayejid,0.3,4.88,8.21,108.79,26.92,32.12,204,Very Unhealthy
1/17/2025,0:00,New Market,0.43,6,29.32,23,32.16,43.96,93,Moderate
1/17/2025,6:00,New Market,0.39,4.26,6.36,76.15,62.16,72.56,154,Unhealthy
1/17/2025,12:00,New Market,0.32,7,19.46,36.75,62.34,59.45,155,Unhealthy
1/17/2025,18:00,New Market,0.368,5,6.2,88.72,56.19,59.46,158,Unhealthy
1/18/2025,0:00,Dewanhat,0.355,8.1,5.3,62.7,54.5,48.7,148,Unhealthy for Sensitive Groups
1/18/2025,6:00,Dewanhat,0.325,5.9,10.8,98.9,40,53.3,184,Unhealthy
1/18/2025,12:00,Dewanhat,0.34,5.7,21,34.7,19,45.5,66,Moderate
1/18/2025,18:00,Dewanhat,0.28,3.8,12.5,38,10.9,38.2,45,Good
1/18/2025,0:00,Anderkilla,0.427,5,16,27,23,46,74,Moderate
1/18/2025,6:00,Anderkilla,0.374,4,10,38,21,42,70,Moderate
1/18/2025,12:00,Anderkilla,0.423,6,19,42,41,57,115,Unhealthy for Sensitive Groups
1/18/2025,18:00,Anderkilla,0.393,6,12,34,29,65,87,Moderate
1/18/2025,0:00,Kotowali,0.29,6.37,3.34,102.89,48.19,47.16,195,Unhealthy
1/18/2025,6:00,Kotowali,0.36,7.06,10.65,47.13,70.64,76.44,159,Unhealthy
1/18/2025,12:00,Kotowali,0.4,3.57,6.18,99.98,41.13,35.43,187,Unhealthy
1/18/2025,18:00,Kotowali,0.42,8.61,2.26,112.5,65,53.8,208,Very Unhealthy
1/18/2025,6:00,Bayejid,0.39,7.99,9.23,11.92,50.02,48.02,137,Unhealthy for Sensitive Groups
1/18/2025,12:00,Bayejid,0.44,7.95,11.07,51.95,56.43,64.43,151,Unhealthy
1/18/2025,6:00,Bayejid,0.34,5.41,8.42,103.21,42.21,47.91,195,Unhealthy
1/18/2025,0:00,Bayejid,0.41,7.75,8.9,66.84,57.14,61.48,152,Unhealthy
1/18/2025,0:00,New Market,0.31,6.73,6,60.45,26.89,48.46,82,Moderate
1/18/2025,6:00,New Market,0.34,3.59,11.29,48.29,49.47,53.63,135,Unhealthy for Sensitive Groups
1/18/2025,12:00,New Market,0.36,4.56,6.46,96.26,42,60.75,177,Unhealthy
1/18/2025,18:00,New Market,0.39,6,16,36.16,49.26,63.26,135,Unhealthy for Sensitive Groups
1/19/2025,0:00,Dewanhat,0.32,4.5,24,43.5,14.5,34.1,56,Moderate
1/19/2025,6:00,Dewanhat,0.315,6.5,28,33.7,16.8,42,61,Moderate
1/19/2025,12:00,Dewanhat,0.35,5.7,26,19.8,21,35.5,70,Moderate
1/19/2025,18:00,Dewanhat,0.36,6.6,24,16.8,26,38.75,80,Moderate
1/19/2025,0:00,Anderkilla,0.413,6,17,29,27,42,82,Moderate
1/19/2025,6:00,Anderkilla,0.426,6,12,34,29,65,87,Moderate
1/19/2025,12:00,Anderkilla,0.437,6,19,48,36,67,102,Unhealthy for Sensitive Groups
1/19/2025,18:00,Anderkilla,0.401,5,18,60,29,49,87,Moderate
1/19/2025,0:00,Kotowali,0.32,7.54,100.3,10.17,49.16,47.18,135,Unhealthy for Sensitive Groups
1/19/2025,6:00,Kotowali,0.37,5.32,9.33,105.8,29.88,31.43,88,Moderate
1/19/2025,12:00,Kotowali,0.39,4.97,8.9,103.79,41.18,47.23,197,Unhealthy
1/19/2025,18:00,Kotowali,0.42,9.15,12.08,34.44,46.13,52.14,127,Unhealthy for Sensitive Groups
1/19/2025,6:00,Bayejid,0.38,4.91,8.08,61.57,42.26,45.07,118,Unhealthy for Sensitive Groups
1/19/2025,12:00,Bayejid,0.29,4.37,8.24,50.21,41.26,44.88,115,Unhealthy for Sensitive Groups
1/19/2025,6:00,Bayejid,0.27,2.86,2.7,73.06,55.26,48.08,150,Unhealthy for Sensitive Groups
1/19/2025,0:00,Bayejid,0.31,3.45,6.95,103.04,39.08,41.31,195,Unhealthy
1/19/2025,0:00,New Market,0.33,7,26,26,26.28,49.56,81,Moderate
1/19/2025,6:00,New Market,0.31,6,11.45,36.46,30.16,67,89,Moderate
1/19/2025,12:00,New Market,0.446,6,24,42,38,69,107,Unhealthy for Sensitive Groups
1/19/2025,18:00,New Market,0.4,5.36,8.69,89.56,23.46,48.26,160,Unhealthy
1/20/2025,0:00,Dewanhat,0.305,5.85,16,47,15.4,30.7,58,Moderate
1/20/2025,6:00,Dewanhat,0.385,6.8,18,52.8,20.9,38.2,70,Moderate
1/20/2025,12:00,Dewanhat,0.41,7.1,15,99.4,53.2,58.5,186,Unhealthy
1/20/2025,18:00,Dewanhat,0.345,5.45,27,20.5,22.5,33,73,Moderate
1/20/2025,0:00,Anderkilla,0.431,6,9,29,27,65,82,Moderate
1/20/2025,6:00,Anderkilla,0.447,7,12,39,42,70,117,Unhealthy for Sensitive Groups
1/20/2025,12:00,Anderkilla,0.487,7,19,48,53,67,144,Unhealthy for Sensitive Groups
1/20/2025,18:00,Anderkilla,0.421,8,18,86,32,79,151,Unhealthy
1/20/2025,0:00,Kotowali,0.42,6.28,3.84,103.2,49.13,47.98,195,Unhealthy
1/20/2025,6:00,Kotowali,0.29,6.13,16.76,30.41,70.65,67.19,159,Unhealthy
1/20/2025,12:00,Kotowali,0.3,7.87,3.98,90.81,54.56,50.96,163,Unhealthy
1/20/2025,18:00,Kotowali,0.36,7.88,12.07,49.11,48.19,36.19,132,Unhealthy for Sensitive Groups
1/20/2025,6:00,Bayejid,0.46,11.31,7.44,75.46,77.88,84.21,163,Unhealthy
1/20/2025,12:00,Bayejid,0.55,16.08,6.23,59.73,90.42,122.98,169,Unhealthy
1/20/2025,6:00,Bayejid,0.36,10.91,2.31,131.29,79.39,75.37,228,Very Unhealthy
1/20/2025,0:00,Bayejid,0.4,11.15,6.57,123.17,68.88,69.22,219,Very Unhealthy
1/20/2025,0:00,New Market,0.42,8,19.78,46.56,16.5,38.76,60,Moderate
1/20/2025,6:00,New Market,0.385,6.98,22.45,56.26,48.46,72.56,133,Unhealthy for Sensitive Groups
1/20/2025,12:00,New Market,0.36,11.15,19.46,89.49,36.26,80.16,160,Unhealthy
1/20/2025,18:00,New Market,0.31,6.67,6.3,98.28,65.6,65.38,183,Unhealthy
3/1/2025,0:00,Dewanhat,0.42,7.5,15.8,94.3,60.2,72.8,172,Unhealthy
3/1/2025,6:00,Dewanhat,0.33,6.9,12.3,85.6,58.3,68.5,152,Unhealthy
3/1/2025,12:00,Dewanhat,0.45,8.7,18.5,96.2,80.1,90.4,177,Unhealthy
3/1/2025,18:00,Dewanhat,0.36,7.8,9.7,103.4,66.2,76.9,196,Unhealthy
3/1/2025,0:00,Anderkilla,0.342,5,17,31,31,63,91,Moderate
3/1/2025,6:00,Anderkilla,0.433,8,12,45,58,104,152,Unhealthy
3/1/2025,12:00,Anderkilla,0.356,8,8,45,69,105,158,Unhealthy
3/1/2025,18:00,Anderkilla,0.321,8,20,52,37,62,105,Unhealthy for Sensitive Groups
3/1/2025,0:00,Kotowali,0.32,9.88,8.87,89.28,49.25,53.26,159,Unhealthy
3/1/2025,6:00,Kotowali,0.41,6.3,4.69,93.34,35.3,52.83,170,Unhealthy
3/1/2025,12:00,Kotowali,0.44,7.8,7.66,45.33,41.23,50.11,115,Unhealthy for Sensitive Groups
3/1/2025,18:00,Kotowali,0.39,8.34,7.25,46.32,37.77,48.32,107,Unhealthy for Sensitive Groups
3/1/2025,6:00,Bayejid,0.34,5.05,12.01,50.73,59.83,75.47,153,Unhealthy
3/1/2025,12:00,Bayejid,0.36,6.65,7.6,71.08,128.11,141.6,188,Unhealthy
3/1/2025,6:00,Bayejid,0.4,6.11,14.5,50.99,54.73,46.17,148,Unhealthy for Sensitive Groups
3/1/2025,0:00,Bayejid,0.42,7.19,12.54,51.36,54.15,52.16,147,Unhealthy for Sensitive Groups
3/1/2025,0:00,New Market,0.35,5.6,9.2,46.32,47.25,50.26,130,Unhealthy for Sensitive Groups
3/1/2025,6:00,New Market,0.49,6.23,5.29,56.23,35.62,53.26,101,Unhealthy for Sensitive Groups
