Date,Time,Location,CO,SO2,NO2,O3,PM2.5,PM10,AQI,AQI Category
12/2/2024,0:00,Dewanhat,0.326,4,15,27,14,39,55,Moderate
12/2/2024,6:00,Dewanhat,0.298,5.67,7,38,11,27,46,Good
12/2/2024,12:00,Dewanhat,0.29,6.12,27,47,8,25,44,Good
12/2/2024,18:00,Dewanhat,0.304,5,21,42,10,34,42,Good
12/2/2024,0:00,Anderkilla,0.331,3.9,18,27,14.6,37,56,Moderate
12/2/2024,6:00,Anderkilla,0.342,5.1,6.82,29,17,36,61,Moderate
12/2/2024,12:00,Anderkilla,0.303,4.8,7.64,37,13,27,53,Moderate
12/2/2024,18:00,Anderkilla,0.29,5.5,29,46,10,25,43,Good
12/2/2024,0:00,Kotowali,0.378,4.96,9,103.79,41.48,47.23,197,Unhealthy
12/2/2024,6:00,Kotowali,0.354,6.37,3.33,102.89,48.48,54.65,195,Unhealthy
12/2/2024,12:00,Kotowali,0.373,7.57,3.58,90.81,54.25,49.23,163,Unhealthy
12/2/2024,18:00,Kotowali,0.363,5.31,9.32,106.73,29.88,47.88,202,Very Unhealthy
12/2/2024,6:00,Bayejid,0.52,10.96,6.08,87.11,97.66,38.53,173,Unhealthy
12/2/2024,12:00,Bayejid,0.52,11.31,6.34,58.77,152.34,172.23,203,Very Unhealthy
12/2/2024,6:00,Bayejid,0.44,7.7,9.78,53.23,64.27,105.23,156,Unhealthy
12/2/2024,0:00,Bayejid,0.29,8.54,3.87,75.34,81.65,79.23,165,Unhealthy
12/2/2024,0:00,New Market,0.38,6.48,10.5,67.36,63.52,66.2,155,Unhealthy
12/2/2024,6:00,New Market,0.365,6.75,3.98,98.25,55.65,45.79,183,Unhealthy
12/2/2024,12:00,New Market,0.345,7.84,4.89,61.52,52.22,45.12,142,Unhealthy for Sensitive Groups
12/2/2024,18:00,New Market,0.325,5.68,9.38,98.12,35.28,49.82,182,Unhealthy
12/3/2024,0:00,Dewanhat,0.33,5,17,30,17,42,61,Moderate
12/3/2024,6:00,Dewanhat,0.27,3,9,34,9,32,38,Good
12/3/2024,12:00,Dewanhat,0.32,4,22,42,12,29,50,Good
12/3/2024,18:00,Dewanhat,0.3,6,28,29,11,40,46,Good
12/3/2024,0:00,Anderkilla,0.34,5.3,26.5,19,20,30,68,Moderate
12/3/2024,6:00,Anderkilla,0.36,6,23,16,25,35.5,78,Moderate
12/3/2024,12:00,Anderkilla,0.33,6,27.2,38,18,36,63,Moderate
12/3/2024,18:00,Anderkilla,0.35,4.3,31.3,29,19,38.7,66,Moderate
12/3/2024,0:00,Kotowali,0.34,7.52,10.3,10.17,49.08,47.16,134,Unhealthy for Sensitive Groups
12/3/2024,6:00,Kotowali,0.28,6.13,12.08,34.98,46.26,67.71,127,Unhealthy for Sensitive Groups
12/3/2024,12:00,Kotowali,0.32,7.12,10.22,17.78,54.63,53.54,148,Unhealthy for Sensitive Groups
12/3/2024,18:00,Kotowali,0.34,7.33,11.21,24.54,32.67,45.12,94,Moderate
12/3/2024,6:00,Bayejid,0.32,7.06,3.27,89.11,55.76,64.43,159,Unhealthy
12/3/2024,12:00,Bayejid,0.3,4.88,8.21,108.79,26.92,48.08,204,Very Unhealthy
12/3/2024,6:00,Bayejid,0.39,7.95,9.36,11.82,50.02,32.21,137,Unhealthy for Sensitive Groups
12/3/2024,0:00,Bayejid,0.44,7.99,11.07,51.94,56.63,51.83,152,Unhealthy
12/3/2024,0:00,New Market,0.35,6.24,12.5,24.98,46.26,35.65,127,Unhealthy for Sensitive Groups
12/3/2024,6:00,New Market,0.36,7.66,9.56,36.79,46.22,48.54,127,Unhealthy for Sensitive Groups
12/3/2024,12:00,New Market,0.38,6.48,10.5,67.36,59.12,54.85,153,Unhealthy
12/3/2024,18:00,New Market,0.43,6.73,12.45,28.3,32.65,58.36,94,Moderate
12/4/2024,0:00,Dewanhat,0.315,4.25,8.15,34.45,12.32,36.78,51,Moderate
12/4/2024,6:00,Dewanhat,0.32,4.6,15.34,31.25,9.54,28.67,40,Good
12/4/2024,12:00,Dewanhat,0.295,5.1,12.78,43.65,19.65,35.9,67,Moderate
12/4/2024,18:00,Dewanhat,0.348,6.05,18.35,40.12,28.45,48.12,85,Moderate
12/4/2024,0:00,Anderkilla,0.35,4.4,26.5,21,23.7,35,75,Moderate
12/4/2024,6:00,Anderkilla,0.34,4.5,29.8,17,25.6,27.5,79,Moderate
12/4/2024,12:00,Anderkilla,0.28,4.2,21.7,26,16.3,19.8,60,Moderate
12/4/2024,18:00,Anderkilla,0.25,3.6,29.8,42,14,35,55,Moderate
12/4/2024,0:00,Kotowali,0.32,4.2,14.67,48.81,48.17,35.16,132,Unhealthy for Sensitive Groups
12/4/2024,6:00,Kotowali,0.34,7.24,12.03,34.98,46.26,52.14,127,Unhealthy for Sensitive Groups
12/4/2024,12:00,Kotowali,0.31,3.53,6.18,45.13,41.1,35.33,115,Unhealthy for Sensitive Groups
12/4/2024,18:00,Kotowali,0.29,7.04,10.35,99.98,70.83,76.44,187,Unhealthy
12/4/2024,6:00,Bayejid,0.44,4.31,10.64,66.84,48.09,57.13,132,Unhealthy for Sensitive Groups
12/4/2024,12:00,Bayejid,0.34,7.75,8.43,61.51,44.57,42.23,123,Unhealthy for Sensitive Groups
12/4/2024,6:00,Bayejid,0.41,5.41,8.9,50.2,45.07,41.25,125,Unhealthy for Sensitive Groups
12/4/2024,0:00,Bayejid,0.38,7.99,8.05,73.05,61.48,55.35,154,Unhealthy
12/4/2024,0:00,New Market,0.31,4.5,28.96,26.38,70.21,35.12,159,Unhealthy
12/4/2024,6:00,New Market,0.35,4.21,29.85,25.98,51.25,21.12,140,Unhealthy for Sensitive Groups
12/4/2024,12:00,New Market,0.34,4.35,21.58,45.55,69.28,23.69,158,Unhealthy
12/4/2024,18:00,New Market,0.348,3.68,18.25,59.68,25.24,41.52,79,Moderate
12/5/2024,0:00,Dewanhat,0.39,5.4,29.34,37.12,14.32,36.78,56,Moderate
12/5/2024,6:00,Dewanhat,0.42,5.85,18.67,42.15,25.45,41.78,79,Moderate
12/5/2024,12:00,Dewanhat,0.38,6.2,26.12,45.34,30.48,50.56,90,Moderate
12/5/2024,18:00,Dewanhat,0.34,4.9,11.78,28.65,21.32,35.87,70,Moderate
12/5/2024,0:00,Anderkilla,0.4,5.8,29,22,41,41,115,Unhealthy for Sensitive Groups
12/5/2024,6:00,Anderkilla,0.41,6.3,28.2,24,41.9,43,117,Unhealthy for Sensitive Groups
12/5/2024,12:00,Anderkilla,0.32,9.2,22,49,35,61,99,Moderate
12/5/2024,18:00,Anderkilla,0.34,8.6,31,51,31,66,91,Moderate
12/5/2024,0:00,Kotowali,0.36,8.61,11.03,110.03,41.73,35.71,205,Very Unhealthy
12/5/2024,6:00,Kotowali,0.38,3.36,6.06,98.7,65,54.8,184,Unhealthy
12/5/2024,12:00,Kotowali,0.33,6.13,14.97,48.81,46.34,52.12,128,Unhealthy for Sensitive Groups
12/5/2024,18:00,Kotowali,0.4,7.43,37.3,34.98,41.1,34.88,115,Unhealthy for Sensitive Groups
12/5/2024,6:00,Bayejid,0.31,10.91,6.95,131.17,39.85,75.37,228,Very Unhealthy
12/5/2024,12:00,Bayejid,0.46,16.8,7.44,59.73,77.88,122.48,163,Unhealthy
12/5/2024,6:00,Bayejid,0.55,11.36,6.23,75.6,90.42,84.12,169,Unhealthy
12/5/2024,0:00,Bayejid,0.36,3.54,2.31,103.04,79.39,41.21,195,Unhealthy
12/5/2024,0:00,New Market,0.365,5.2,6.1,21,115.12,36.26,182,Unhealthy
12/5/2024,6:00,New Market,0.395,6.25,15.12,25,131.25,45.21,190,Unhealthy
12/5/2024,12:00,New Market,0.42,5.8,11.12,34,92,82.21,170,Unhealthy
12/5/2024,18:00,New Market,0.345,8.55,21,56,68,72.12,157,Unhealthy
12/6/2024,0:00,Dewanhat,0.375,5.75,23.45,36.85,35.78,46.34,102,Unhealthy for Sensitive Groups
12/6/2024,6:00,Dewanhat,0.41,5.6,19.15,44.21,18.65,50.12,65,Moderate
12/6/2024,12:00,Dewanhat,0.435,6.8,25.5,39.65,20.48,49.89,69,Moderate
12/6/2024,18:00,Dewanhat,0.365,4.9,22.45,50.34,31.12,42.45,91,Moderate
12/6/2024,0:00,Anderkilla,0.47,6.9,30,24,43,58,119,Unhealthy for Sensitive Groups
12/6/2024,6:00,Anderkilla,0.43,5.8,29,19,40,51.5,112,Unhealthy for Sensitive Groups
12/6/2024,12:00,Anderkilla,0.37,11,24,34,46.5,69.3,128,Unhealthy for Sensitive Groups
12/6/2024,18:00,Anderkilla,0.3,8.8,31,53,26,37,80,Moderate
12/6/2024,0:00,Kotowali,0.32,11.2,6.16,97.6,72.23,52.14,181,Unhealthy
12/6/2024,6:00,Kotowali,0.4,6.8,10.22,112.21,46.26,55.65,208,Very Unhealthy
12/6/2024,12:00,Kotowali,0.48,6.1,2.44,35.54,65.33,73.21,156,Unhealthy
12/6/2024,18:00,Kotowali,0.38,10.2,6.99,98.24,75.32,68.2,183,Unhealthy
12/6/2024,6:00,Bayejid,0.4,14.4,6.47,109.81,68.88,54.82,205,Very Unhealthy
12/6/2024,12:00,Bayejid,0.42,13.26,3.27,114.95,57.48,102.68,210,Very Unhealthy
12/6/2024,6:00,Bayejid,0.45,12.75,5.08,97.51,97.67,44,181,Unhealthy
12/6/2024,0:00,Bayejid,0.36,11.15,2.42,123.17,88.58,69.22,219,Very Unhealthy
12/6/2024,0:00,New Market,0.355,5.61,6.12,25,82.12,55.21,165,Unhealthy
12/6/2024,6:00,New Market,0.31,8.98,7.21,45,59.28,53.16,153,Unhealthy
12/6/2024,12:00,New Market,0.365,12.3,6.98,32,75.24,71.12,161,Unhealthy
12/6/2024,18:00,New Market,0.385,8.21,5,28.92,65.21,62.21,156,Unhealthy
12/7/2024,0:00,Dewanhat,0.31,5,14.12,39.15,18.65,28.12,65,Moderate
12/7/2024,6:00,Dewanhat,0.295,5.5,17.65,33.78,20.48,37.34,69,Moderate
12/7/2024,12:00,Dewanhat,0.345,5.9,21.32,47.65,24.12,41.89,76,Moderate
12/7/2024,18:00,Dewanhat,0.35,4.75,23.45,38.25,26.45,48.23,81,Moderate
12/7/2024,0:00,Anderkilla,0.4,6.7,30,19,31.7,43,92,Moderate
12/7/2024,6:00,Anderkilla,0.39,6.3,25,14,34.6,47,98,Moderate
12/7/2024,12:00,Anderkilla,0.34,8.4,16.5,42,33,50,95,Moderate
12/7/2024,18:00,Anderkilla,0.31,6.1,30,51,16.5,33,60,Moderate
12/7/2024,0:00,Kotowali,0.31,9.15,12.99,123.2,52.13,47.13,219,Very Unhealthy
12/7/2024,6:00,Kotowali,0.37,3.88,6.22,95.35,29.54,67.12,175,Unhealthy
12/7/2024,12:00,Kotowali,0.34,7.04,10.74,32.88,44.34,35.16,123,Unhealthy for Sensitive Groups
12/7/2024,18:00,Kotowali,0.42,8.33,8.21,79.86,54.65,54.33,148,Unhealthy for Sensitive Groups
12/7/2024,6:00,Bayejid,0.33,6.42,6.87,82.13,44.8,52.81,140,Unhealthy for Sensitive Groups
12/7/2024,12:00,Bayejid,0.37,11.68,7.97,61.69,78.68,78.04,163,Unhealthy
12/7/2024,6:00,Bayejid,0.47,10.24,6.12,38.64,83.65,71.77,166,Unhealthy
12/7/2024,0:00,Bayejid,0.36,9.24,5.32,75.64,52.05,18.7,142,Unhealthy for Sensitive Groups
12/7/2024,0:00,New Market,0.36,8.41,11.12,111.21,55.21,48.92,206,Very Unhealthy
12/7/2024,6:00,New Market,0.31,6.2,6.25,96.65,28.18,72.12,178,Unhealthy
12/7/2024,12:00,New Market,0.34,7.21,9.21,38.92,44.21,39.52,122,Unhealthy for Sensitive Groups
12/7/2024,18:00,New Market,0.36,5.23,8.55,81.39,54.21,41.21,147,Unhealthy for Sensitive Groups
12/8/2024,0:00,Dewanhat,0.4,6.5,16.89,29.78,15.32,40.12,58,Moderate
12/8/2024,6:00,Dewanhat,0.37,6,12.45,50.15,22.78,35.67,73,Moderate
12/8/2024,12:00,Dewanhat,0.43,5.65,27.34,44.32,31.45,49.78,92,Moderate
12/8/2024,18:00,Dewanhat,0.46,7.8,32.45,48.65,28.78,52.45,86,Moderate
12/8/2024,0:00,Anderkilla,0.41,5.1,30,19,31,38,91,Moderate
12/8/2024,6:00,Anderkilla,0.41,4.6,20,21,36.8,45.6,104,Unhealthy for Sensitive Groups
12/8/2024,12:00,Anderkilla,0.38,6.3,12.7,36,19.5,37,67,Moderate
12/8/2024,18:00,Anderkilla,0.33,6.4,28,54,20.5,41.6,69,Moderate
12/8/2024,0:00,Kotowali,0.32,9.13,2.24,99.33,39.32,63.32,185,Unhealthy
12/8/2024,6:00,Kotowali,0.34,3.57,6.06,72.32,65.42,77.13,156,Unhealthy
12/8/2024,12:00,Kotowali,0.37,8.05,10.33,104.1,59.55,34.53,198,Unhealthy
12/8/2024,18:00,Kotowali,0.41,3.35,12.33,32.44,48.12,53.23,132,Unhealthy for Sensitive Groups
12/8/2024,6:00,Bayejid,0.39,8.54,5.41,87.11,63.36,38.53,155,Unhealthy
12/8/2024,12:00,Bayejid,0.43,4.86,6.81,53.96,84.09,120.27,166,Unhealthy
12/8/2024,6:00,Bayejid,0.39,9.47,5.68,32.84,120.97,86.64,185,Unhealthy
12/8/2024,0:00,Bayejid,0.29,7,3.87,40.09,64.29,57.95,156,Unhealthy
12/8/2024,0:00,New Market,0.33,6.37,11.25,75,112.35,43.21,180,Unhealthy
12/8/2024,6:00,New Market,0.34,8.12,15.21,25,62.35,55.23,155,Unhealthy
12/8/2024,12:00,New Market,0.32,4.52,13.25,45,61.23,48.24,154,Unhealthy
12/8/2024,18:00,New Market,0.355,5.26,6.45,82.26,49.56,48.96,140,Unhealthy for Sensitive Groups
12/9/2024,0:00,Dewanhat,0.398,7,15.25,28.32,27.5,41.34,83,Moderate
12/9/2024,6:00,Dewanhat,0.325,6.25,15.89,37.89,29.32,44.12,87,Moderate
12/9/2024,12:00,Dewanhat,0.375,5.75,10.45,31.12,13.45,38.65,54,Moderate
12/9/2024,18:00,Dewanhat,0.345,6.15,19.12,42.78,24.89,47.34,78,Moderate
12/9/2024,0:00,Anderkilla,0.365,6.9,14.45,39.32,20.12,39,68,Moderate
12/9/2024,6:00,Anderkilla,0.43,5.2,30,17,44.8,52,124,Unhealthy for Sensitive Groups
12/9/2024,12:00,Anderkilla,0.34,5,26,25,35.5,35.3,101,Unhealthy for Sensitive Groups
12/9/2024,18:00,Anderkilla,0.3,6.7,32.9,39,16.3,40,60,Moderate
12/9/2024,0:00,Kotowali,0.43,9.61,10.22,49.27,44.24,47.26,123,Unhealthy for Sensitive Groups
12/9/2024,6:00,Kotowali,0.41,8.02,2.36,30.37,56.23,50.25,151,Unhealthy
12/9/2024,12:00,Kotowali,0.32,3.35,6.06,10.15,29.44,47.16,87,Moderate
12/9/2024,18:00,Kotowali,0.37,7.05,12.03,109.2,41.28,67.12,204,Very Unhealthy
12/9/2024,6:00,Bayejid,0.29,10.96,3.87,75.34,64.25,57.93,156,Unhealthy
12/9/2024,12:00,Bayejid,0.44,11.31,9.78,53.95,120.97,86.84,185,Unhealthy
12/9/2024,6:00,Bayejid,0.52,7.7,6.34,58.76,84.08,120.27,166,Unhealthy
12/9/2024,0:00,Bayejid,0.52,8.54,6.08,87.11,63.36,38.53,155,Unhealthy
12/9/2024,0:00,New Market,0.35,6.15,32,18.21,56.36,47.21,151,Unhealthy
12/9/2024,6:00,New Market,0.325,5.23,26.21,25.12,45.39,50.26,125,Unhealthy for Sensitive Groups
12/9/2024,12:00,New Market,0.41,6.21,35,30.25,34.26,62.39,98,Moderate
12/9/2024,18:00,New Market,0.345,5.32,21,26.23,65.29,51.12,156,Unhealthy
12/10/2024,0:00,Dewanhat,0.38,5.8,25.34,35.45,16.78,42.34,61,Moderate
12/10/2024,6:00,Dewanhat,0.4,7.15,21.65,41.78,27.89,48.89,84,Moderate
12/10/2024,12:00,Dewanhat,0.415,6.45,29.12,48.12,32.78,50.45,94,Moderate
12/10/2024,18:00,Dewanhat,0.43,5.85,31.34,36.65,21.12,43.78,70,Moderate
12/10/2024,0:00,Anderkilla,0.39,5.2,17,39,28,65,84,Moderate
12/10/2024,6:00,Anderkilla,0.41,5.6,31,25,34.6,35.7,98,Moderate
12/10/2024,12:00,Anderkilla,0.4,6.4,22,28,42.3,57,118,Unhealthy for Sensitive Groups
12/10/2024,18:00,Anderkilla,0.36,6.5,32.9,37,30.7,67,90,Moderate
12/10/2024,0:00,Kotowali,0.34,6.12,6.13,34.99,43.53,53.12,121,Unhealthy for Sensitive Groups
12/10/2024,6:00,Kotowali,0.38,12.33,12.33,77.43,42.41,35.35,124,Unhealthy for Sensitive Groups
12/10/2024,12:00,Kotowali,0.44,9.15,12.08,98.89,60.19,52.13,184,Unhealthy
12/10/2024,18:00,Kotowali,0.33,6.15,23.3,13.32,70.21,67.13,159,Unhealthy
12/10/2024,6:00,Bayejid,0.42,7.58,9.92,95.04,152.34,61.98,203,Very Unhealthy
12/10/2024,12:00,Bayejid,0.52,10.96,6.34,75.03,96.83,79.3,172,Unhealthy
12/10/2024,6:00,Bayejid,0.38,11.31,6.08,53.96,81.65,105.84,165,Unhealthy
12/10/2024,0:00,Bayejid,0.52,7.8,5.92,58.76,54.55,172.78,148,Unhealthy for Sensitive Groups
12/10/2024,0:00,New Market,0.365,9.25,8.21,36.21,45.23,53.29,125,Unhealthy for Sensitive Groups
12/10/2024,6:00,New Market,0.345,7.25,9.26,56.23,41.62,61.25,116,Unhealthy for Sensitive Groups
12/10/2024,12:00,New Market,0.43,8.21,6.52,80.32,45.32,45.29,134,Unhealthy for Sensitive Groups
12/10/2024,18:00,New Market,0.39,9.21,12.38,20.32,60.21,51.23,153,Unhealthy
12/11/2024,0:00,Dewanhat,0.375,6.05,12.34,42.15,18.89,40.45,65,Moderate
12/11/2024,6:00,Dewanhat,0.4,5.6,25.12,31.65,12.32,35.12,51,Moderate
12/11/2024,12:00,Dewanhat,0.45,7.45,32.65,50.78,30.12,53.78,89,Moderate
12/11/2024,18:00,Dewanhat,0.395,6.85,14.12,38.45,21.45,42.89,71,Moderate
12/11/2024,0:00,Anderkilla,0.44,8.4,29.5,26,42.9,87,119,Unhealthy for Sensitive Groups
12/11/2024,6:00,Anderkilla,0.45,8.5,31,19,43.5,67,121,Unhealthy for Sensitive Groups
12/11/2024,12:00,Anderkilla,0.32,7.8,19,33,35,46,99,Moderate
12/11/2024,18:00,Anderkilla,0.3,6.7,31,42,22.11,47.4,72,Moderate
12/11/2024,0:00,Kotowali,0.38,6.22,6.18,49.23,29.88,35.16,88,Moderate
12/11/2024,6:00,Kotowali,0.31,7.32,10.35,99.98,54.65,52.14,187,Unhealthy
12/11/2024,12:00,Kotowali,0.41,9.12,2.23,88.34,70.26,76.33,159,Unhealthy
12/11/2024,18:00,Kotowali,0.39,3.57,6.05,111.04,70.64,53.8,206,Very Unhealthy
12/11/2024,6:00,Bayejid,0.52,7.58,6.34,95.04,152.34,61.44,203,Very Unhealthy
12/11/2024,12:00,Bayejid,0.52,10.96,6.08,75.34,96.65,81.65,172,Unhealthy
12/11/2024,6:00,Bayejid,0.38,11.31,5.92,53.95,81.65,96.83,165,Unhealthy
12/11/2024,0:00,Bayejid,0.4,6.77,6.13,58.76,54.44,152.34,148,Unhealthy for Sensitive Groups
12/11/2024,0:00,New Market,0.39,8.49,7.27,89.59,69.49,81.67,160,Unhealthy
12/11/2024,6:00,New Market,0.38,8.02,7.2,79.77,72.9,92.19,160,Unhealthy
12/11/2024,12:00,New Market,0.45,9.19,7.32,77.6,93.3,99.84,171,Unhealthy
12/11/2024,18:00,New Market,0.53,10.13,8.72,49.55,96.28,93.04,172,Unhealthy
12/12/2024,0:00,Dewanhat,0.385,5.95,19.12,46.78,22.89,48.65,74,Moderate
12/12/2024,6:00,Dewanhat,0.39,6.55,27.45,31.89,14.45,34.78,56,Moderate
12/12/2024,12:00,Dewanhat,0.435,7.1,28.65,38.45,15.78,50.89,59,Moderate
12/12/2024,18:00,Dewanhat,0.42,6.4,30.12,46.34,20.45,52.34,69,Moderate
12/12/2024,0:00,Anderkilla,0.38,6,30,24,34,54,97,Moderate
12/12/2024,6:00,Anderkilla,0.439,6,39,25,53,74,144,Unhealthy for Sensitive Groups
12/12/2024,12:00,Anderkilla,0.393,6,21,32,46,62,127,Unhealthy for Sensitive Groups
12/12/2024,18:00,Anderkilla,0.351,6,51,33,24,46,76,Moderate
12/12/2024,0:00,Kotowali,0.38,6.54,5.03,102.38,35,33.21,193,Unhealthy
12/12/2024,6:00,Kotowali,0.39,2.76,7.34,38.13,93.9,40.8,171,Unhealthy
12/12/2024,12:00,Kotowali,0.37,9.19,6.34,77.46,42.6,99.84,124,Unhealthy for Sensitive Groups
12/12/2024,18:00,Kotowali,0.41,6.87,5.9,90.72,30.6,39.77,163,Unhealthy
12/12/2024,6:00,Bayejid,0.3,2.48,2.37,101.03,40.7,36.35,190,Unhealthy
12/12/2024,12:00,Bayejid,0.29,4.6,4.88,102.56,31.1,33.98,194,Unhealthy
12/12/2024,6:00,Bayejid,0.32,5.54,7.33,46.14,72.35,70.51,160,Unhealthy
12/12/2024,0:00,Bayejid,0.21,4.65,5.55,64.77,24.53,26.91,83,Moderate
12/12/2024,0:00,New Market,0.45,9.19,7.32,77.46,93.9,99.84,171,Unhealthy
12/12/2024,6:00,New Market,0.53,10.13,8.72,49.55,96.28,93.04,172,Unhealthy
12/12/2024,12:00,New Market,0.39,7.01,2.88,99.64,59.69,64.71,186,Unhealthy
12/12/2024,18:00,New Market,0.38,6.81,3.07,97.13,59.88,62.14,180,Unhealthy
12/13/2024,0:00,Dewanhat,0.3,4.1,22.15,39.34,28.45,36.78,85,Moderate
12/13/2024,6:00,Dewanhat,0.32,5.25,18.34,41.28,31.45,39.23,92,Moderate
12/13/2024,12:00,Dewanhat,0.33,6.12,19.45,36.34,29.78,35.45,88,Moderate
12/13/2024,18:00,Dewanhat,0.345,5.7,23.65,42.15,27.89,40.12,84,Moderate
12/13/2024,0:00,Anderkilla,0.428,5,28,22,35,49,99,Moderate
12/13/2024,6:00,Anderkilla,0.446,6,41,20,63,85,155,Unhealthy
12/13/2024,12:00,Anderkilla,0.351,6,40,47,35,70,99,Moderate
12/13/2024,18:00,Anderkilla,0.365,6,48,43,32,67,93,Moderate
12/13/2024,0:00,Kotowali,0.29,4.96,9,103.79,41.48,47.23,197,Unhealthy
12/13/2024,6:00,Kotowali,0.32,6.37,3.33,102.89,48.48,45.47,195,Unhealthy
12/13/2024,12:00,Kotowali,0.38,7.52,10.3,10.17,49.08,47.16,134,Unhealthy for Sensitive Groups
12/13/2024,18:00,Kotowali,0.41,7.57,3.58,90.81,54.65,50.95,163,Unhealthy
12/13/2024,6:00,Bayejid,0.3,4.65,2.37,101.3,40.45,36.35,190,Unhealthy
12/13/2024,12:00,Bayejid,0.29,5.54,4.88,102.56,31.1,33.98,194,Unhealthy
12/13/2024,6:00,Bayejid,0.32,4.6,7.33,46.14,72.84,70.51,160,Unhealthy
12/13/2024,0:00,Bayejid,0.21,2.48,5.55,64.77,24.53,26.91,83,Moderate
12/13/2024,0:00,New Market,0.42,7.47,7.6,77.16,78.55,55.56,163,Unhealthy
12/13/2024,6:00,New Market,0.3,6.12,7.28,78.92,42.39,36.52,129,Unhealthy for Sensitive Groups
12/13/2024,12:00,New Market,0.4,7.15,3.12,115.67,88.87,79.87,211,Very Unhealthy
12/13/2024,18:00,New Market,0.39,6.28,7.66,82.56,96.27,76.53,172,Unhealthy
12/14/2024,0:00,Dewanhat,0.35,4.8,15.34,33.12,21.54,37.67,71,Moderate
12/14/2024,6:00,Dewanhat,0.37,5.95,28.12,44.78,26.89,41.12,82,Moderate
12/14/2024,12:00,Dewanhat,0.39,6.5,20.15,30.25,30.54,38.76,90,Moderate
12/14/2024,18:00,Dewanhat,0.4,4.9,12.34,28.45,19.65,31.78,67,Moderate
12/14/2024,0:00,Anderkilla,0.432,5,27,20,47,53,129,Unhealthy for Sensitive Groups
12/14/2024,6:00,Anderkilla,0.418,5,39,19,54,63,147,Unhealthy for Sensitive Groups
12/14/2024,12:00,Anderkilla,0.34,6,22,40,30,47,89,Moderate
12/14/2024,18:00,Anderkilla,0.38,5,43,36,20,52,68,Moderate
12/14/2024,0:00,Kotowali,0.42,5.36,9.32,106.73,29.88,31.43,202,Very Unhealthy
12/14/2024,6:00,Kotowali,0.4,9.15,12.08,34.98,46.26,52.14,127,Unhealthy for Sensitive Groups
12/14/2024,12:00,Kotowali,0.32,7.32,12.03,49.13,35.13,48.14,99,Moderate
12/14/2024,18:00,Kotowali,0.38,6.13,14.67,30.04,70.63,67.1,159,Unhealthy
12/14/2024,6:00,Bayejid,0.24,2.73,5.12,73.4,54.88,53.83,149,Unhealthy for Sensitive Groups
12/14/2024,12:00,Bayejid,0.42,9.65,9.76,63.91,69.4,68.45,158,Unhealthy
12/14/2024,6:00,Bayejid,0.27,7.65,5.53,112.9,32.29,42.5,208,Very Unhealthy
12/14/2024,0:00,Bayejid,0.3,5.06,4.51,63.81,54.68,65.57,148,Unhealthy for Sensitive Groups
12/14/2024,0:00,New Market,0.41,5.36,22.56,28.59,25.81,36.52,80,Moderate
12/14/2024,6:00,New Market,0.38,5.36,27.85,35.36,30.28,52.32,89,Moderate
12/14/2024,12:00,New Market,0.4,4.9,25.29,49.36,41.32,56.38,115,Unhealthy for Sensitive Groups
12/14/2024,18:00,New Market,0.39,6,29.28,56.32,53.69,62.56,146,Unhealthy for Sensitive Groups
12/15/2024,0:00,Dewanhat,0.41,6.25,27.45,47.15,32.54,43.12,94,Moderate
12/15/2024,6:00,Dewanhat,0.42,5.5,25.34,34.12,22.67,36.89,73,Moderate
12/15/2024,12:00,Dewanhat,0.385,5.75,16.12,31.54,15.45,28.12,58,Moderate
12/15/2024,18:00,Dewanhat,0.395,6.15,29.45,41.25,33.65,44.45,96,Moderate
12/15/2024,0:00,Anderkilla,0.388,5,40,24,48,40,132,Unhealthy for Sensitive Groups
12/15/2024,6:00,Anderkilla,0.364,5,23,44,17,39,61,Moderate
12/15/2024,12:00,Anderkilla,0.343,5,8,51,15,35,57,Moderate
12/15/2024,18:00,Anderkilla,0.287,3,19,21,26,14,80,Moderate
12/15/2024,0:00,Kotowali,0.29,3.57,6.18,99.89,41.1,35.33,187,Unhealthy
12/15/2024,6:00,Kotowali,0.32,7.04,10.35,45.13,70.83,76.44,159,Unhealthy
12/15/2024,12:00,Kotowali,0.37,3.36,6.06,98.09,41.73,35.73,182,Unhealthy
12/15/2024,18:00,Kotowali,0.31,4.96,9,103.79,41.34,47.23,197,Unhealthy
12/15/2024,6:00,Bayejid,0.42,7.19,12.54,51.36,54.15,52.36,147,Unhealthy for Sensitive Groups
12/15/2024,12:00,Bayejid,0.42,7.41,11.34,50.46,63.37,50.47,155,Unhealthy
12/15/2024,6:00,Bayejid,0.32,7.06,3.27,89.11,55.76,51.83,159,Unhealthy
12/15/2024,0:00,Bayejid,0.3,4.88,8.21,108.7,26.92,32.21,204,Very Unhealthy
12/15/2024,0:00,New Market,0.41,6.15,12.32,45.23,48.25,36.23,132,Unhealthy for Sensitive Groups
12/15/2024,6:00,New Market,0.39,4.52,16.23,80.25,62.32,29.63,155,Unhealthy
12/15/2024,12:00,New Market,0.38,5.32,25.12,52.23,55.32,32.23,150,Unhealthy for Sensitive Groups
12/15/2024,18:00,New Market,0.388,6.32,29.13,56.23,56.12,25.36,151,Unhealthy
12/16/2024,0:00,Dewanhat,0.425,5.9,24.34,39.15,26.78,38.45,82,Moderate
12/16/2024,6:00,Dewanhat,0.43,6.5,31.45,43.25,28.89,46.34,86,Moderate
